PROBE_DESIGN_ID	HITS_OREO_ILLUMINA
572981_0380_0272	1
572981_0042_0468	2
572981_0456_0484	1
572981_0125_0221	1
572981_0424_0274	1
572981_0322_0436	1
572981_0416_0242	1
572981_0029_0093	1
572981_0110_0556	1
572981_0381_0073	1
572981_0092_0114	1
572981_0103_0237	1
572981_0202_0136	1
572981_0080_0430	1
572981_0449_0171	1
572981_0204_0256	1
572981_0419_0017	1
572981_0337_0335	1
572981_0239_0283	1
572981_0153_0425	1
572981_0008_0562	1
572981_0016_0370	2
572981_0038_0236	2
572981_0167_0287	2
572981_0292_0598	1
572981_0382_0216	1
572981_0204_0414	1
572981_0134_0298	1
572981_0372_0058	1
572981_0318_0576	1
572981_0153_0139	1
572981_0062_0456	1
572981_0069_0211	3
572981_0317_0429	3
572981_0378_0476	2
572981_0089_0055	1
572981_0283_0129	1
572981_0391_0565	1
572981_0452_0382	1
572981_0133_0595	1
572981_0312_0552	1
572981_0094_0336	1
572981_0103_0045	1
572981_0359_0193	1
572981_0108_0074	1
572981_0246_0484	1
572981_0318_0252	1
572981_0188_0068	1
572981_0112_0084	2
572981_0068_0008	1
572981_0421_0353	1
572981_0415_0445	1
572981_0343_0151	1
572981_0423_0057	1
572981_0120_0278	1
572981_0111_0287	1
572981_0178_0390	1
572981_0147_0159	1
572981_0443_0431	1
572981_0425_0131	1
572981_0452_0470	1
572981_0089_0101	1
572981_0136_0404	1
572981_0207_0261	1
572981_0230_0064	1
572981_0343_0527	1
572981_0332_0296	1
572981_0154_0256	1
572981_0343_0293	1
572981_0339_0169	1
572981_0332_0462	1
572981_0224_0126	1
572981_0210_0062	1
572981_0335_0123	1
572981_0017_0529	1
572981_0055_0523	1
572981_0130_0310	1
572981_0047_0213	1
572981_0326_0614	1
572981_0365_0505	1
572981_0360_0564	1
572981_0114_0084	1
572981_0150_0590	1
572981_0448_0574	1
572981_0186_0192	1
572981_0206_0482	1
572981_0318_0332	1
572981_0034_0144	1
572981_0083_0495	1
572981_0205_0503	1
572981_0124_0280	1
572981_0082_0560	1
572981_0216_0128	1
572981_0317_0471	1
572981_0089_0321	1
572981_0157_0139	1
572981_0173_0055	1
572981_0120_0484	1
572981_0263_0241	1
572981_0111_0369	1
572981_0137_0575	1
572981_0161_0383	1
572981_0331_0199	1
572981_0436_0342	1
572981_0400_0080	1
572981_0351_0491	1
572981_0239_0299	1
572981_0374_0284	1
572981_0423_0417	1
572981_0451_0421	1
572981_0319_0085	1
572981_0241_0437	1
572981_0244_0122	1
572981_0295_0353	1
572981_0079_0549	2
572981_0052_0308	1
572981_0338_0342	1
572981_0257_0017	1
572981_0275_0159	1
572981_0412_0144	2
572981_0392_0194	1
572981_0390_0114	1
572981_0431_0283	1
572981_0254_0152	2
572981_0318_0056	1
572981_0122_0084	2
572981_0267_0357	1
572981_0159_0267	1
572981_0225_0263	2
572981_0133_0375	2
572981_0008_0614	2
572981_0035_0263	1
572981_0128_0106	1
572981_0188_0262	1
572981_0098_0394	1
572981_0019_0339	1
572981_0060_0624	1
572981_0254_0128	1
572981_0046_0334	1
572981_0010_0292	1
572981_0359_0581	1
572981_0377_0237	1
572981_0275_0555	1
572981_0237_0007	1
572981_0049_0243	1
572981_0214_0234	1
572981_0026_0350	1
572981_0195_0327	1
572981_0232_0442	1
572981_0040_0452	1
572981_0288_0550	1
572981_0427_0015	1
572981_0408_0214	1
572981_0169_0407	1
572981_0458_0364	1
572981_0406_0022	1
572981_0310_0088	1
572981_0389_0553	1
572981_0176_0624	1
572981_0154_0420	1
572981_0188_0560	1
572981_0326_0222	1
572981_0247_0451	1
572981_0296_0442	1
572981_0011_0391	1
572981_0419_0499	1
572981_0240_0420	1
572981_0311_0633	1
572981_0090_0552	1
572981_0093_0017	1
572981_0134_0010	1
572981_0019_0367	1
572981_0129_0053	1
572981_0063_0439	1
572981_0293_0343	1
572981_0185_0321	1
572981_0304_0390	1
572981_0204_0512	1
572981_0178_0036	1
572981_0048_0492	1
572981_0420_0012	1
572981_0153_0597	1
572981_0227_0347	1
572981_0079_0093	1
572981_0208_0476	1
572981_0091_0205	1
572981_0416_0600	1
572981_0016_0286	1
572981_0273_0283	1
572981_0246_0288	1
572981_0168_0536	1
572981_0110_0382	1
572981_0013_0071	1
572981_0071_0221	1
572981_0183_0181	1
572981_0111_0195	1
572981_0449_0081	1
572981_0217_0077	1
572981_0161_0305	1
572981_0281_0587	1
572981_0150_0438	1
572981_0133_0501	1
572981_0076_0200	1
572981_0289_0071	1
572981_0305_0035	1
572981_0168_0388	1
572981_0140_0032	1
572981_0117_0383	1
572981_0339_0285	1
572981_0332_0204	1
572981_0057_0493	1
572981_0034_0152	1
572981_0063_0209	1
572981_0141_0235	1
572981_0239_0577	1
572981_0364_0172	1
572981_0284_0200	1
572981_0363_0227	1
572981_0247_0157	1
572981_0301_0061	1
572981_0041_0429	1
572981_0455_0455	1
572981_0151_0453	1
572981_0365_0103	1
572981_0439_0445	1
572981_0293_0327	1
572981_0376_0434	1
572981_0113_0595	1
572981_0119_0337	1
572981_0123_0019	1
572981_0093_0123	1
572981_0456_0202	1
572981_0284_0246	1
572981_0024_0474	1
572981_0224_0364	1
572981_0241_0509	1
572981_0140_0136	1
572981_0154_0518	1
572981_0323_0013	1
572981_0301_0033	1
572981_0182_0092	1
572981_0201_0143	1
572981_0189_0509	1
572981_0403_0135	1
572981_0023_0577	1
572981_0167_0597	1
572981_0288_0608	1
572981_0182_0188	1
572981_0358_0004	1
572981_0082_0444	1
572981_0218_0484	1
572981_0072_0332	1
572981_0269_0257	1
572981_0135_0501	1
572981_0263_0555	1
572981_0031_0629	1
572981_0289_0149	1
572981_0379_0319	1
572981_0368_0112	1
572981_0207_0539	1
572981_0047_0239	1
572981_0052_0092	1
572981_0258_0378	1
572981_0212_0600	1
572981_0117_0613	1
572981_0269_0317	1
572981_0416_0022	1
572981_0258_0462	1
572981_0147_0149	1
572981_0437_0459	1
572981_0258_0574	1
572981_0118_0172	1
572981_0385_0625	1
572981_0154_0262	1
572981_0411_0379	1
572981_0404_0130	1
572981_0258_0230	1
572981_0266_0484	1
572981_0086_0268	1
572981_0214_0206	1
572981_0195_0529	1
572981_0011_0405	1
572981_0207_0073	1
572981_0206_0208	1
572981_0066_0344	1
572981_0274_0620	1
572981_0274_0276	1
572981_0228_0386	1
572981_0403_0421	1
572981_0217_0495	1
572981_0225_0299	1
572981_0375_0009	1
572981_0301_0423	1
572981_0016_0438	1
572981_0335_0361	1
572981_0097_0039	1
572981_0044_0570	1
572981_0418_0044	1
572981_0071_0243	1
572981_0453_0187	1
572981_0229_0225	1
572981_0176_0560	1
572981_0047_0185	1
572981_0229_0453	1
572981_0149_0605	1
572981_0195_0591	1
572981_0370_0622	1
572981_0143_0559	1
572981_0245_0219	1
572981_0248_0130	1
572981_0011_0373	1
572981_0107_0215	1
572981_0332_0624	1
572981_0234_0050	1
572981_0345_0185	1
572981_0438_0580	1
572981_0143_0249	1
572981_0102_0144	1
572981_0305_0435	1
572981_0228_0380	1
572981_0376_0400	1
572981_0266_0434	1
572981_0074_0552	1
572981_0305_0413	1
572981_0360_0070	1
572981_0151_0015	1
572981_0365_0459	1
572981_0223_0519	1
572981_0457_0105	1
572981_0111_0081	1
572981_0288_0344	1
572981_0015_0475	1
572981_0273_0473	1
572981_0197_0095	1
572981_0308_0294	1
572981_0171_0413	1
572981_0438_0582	1
572981_0443_0623	1
572981_0237_0309	1
572981_0239_0247	1
572981_0193_0137	1
572981_0254_0408	1
572981_0121_0389	1
572981_0048_0564	1
572981_0028_0032	1
572981_0311_0047	1
572981_0219_0175	1
572981_0437_0279	1
572981_0433_0035	1
572981_0362_0104	1
572981_0037_0135	1
572981_0139_0299	1
572981_0175_0531	1
572981_0432_0260	1
572981_0254_0070	1
572981_0205_0009	1
572981_0449_0265	1
572981_0421_0077	1
572981_0407_0065	1
572981_0395_0109	1
572981_0130_0632	1
572981_0162_0294	1
572981_0040_0458	1
572981_0102_0046	1
572981_0265_0317	1
572981_0293_0269	1
572981_0012_0090	1
572981_0248_0304	1
572981_0163_0607	1
572981_0293_0193	1
572981_0200_0434	1
572981_0390_0330	1
572981_0326_0462	1
572981_0096_0334	1
572981_0261_0447	1
572981_0088_0590	1
572981_0129_0075	1
572981_0448_0216	1
572981_0231_0301	1
572981_0106_0440	1
572981_0232_0004	1
572981_0094_0084	1
572981_0162_0616	1
572981_0304_0382	3
572981_0252_0014	1
572981_0035_0515	1
572981_0264_0204	1
572981_0247_0137	1
572981_0401_0503	1
572981_0344_0288	1
572981_0122_0228	1
572981_0421_0081	1
572981_0201_0593	1
572981_0173_0005	1
572981_0306_0098	1
572981_0296_0010	1
572981_0432_0388	1
572981_0004_0312	1
572981_0226_0566	1
572981_0211_0589	1
572981_0025_0157	1
572981_0014_0248	1
572981_0203_0367	1
572981_0248_0092	1
572981_0303_0475	1
572981_0257_0381	1
572981_0041_0369	1
572981_0365_0305	1
572981_0078_0240	1
572981_0208_0086	1
572981_0352_0628	1
572981_0381_0127	1
572981_0420_0428	1
572981_0006_0150	1
572981_0016_0366	1
572981_0241_0447	1
572981_0270_0604	1
572981_0443_0191	1
572981_0154_0486	1
572981_0376_0344	1
572981_0310_0022	1
572981_0211_0301	1
572981_0257_0335	1
572981_0293_0313	1
572981_0072_0594	1
572981_0398_0348	1
572981_0008_0512	1
572981_0255_0057	1
572981_0178_0276	1
572981_0408_0340	1
572981_0295_0549	1
572981_0220_0462	1
572981_0081_0419	1
572981_0169_0217	1
572981_0190_0050	1
572981_0110_0512	1
572981_0274_0148	1
572981_0117_0475	1
572981_0115_0303	1
572981_0017_0221	1
572981_0357_0021	1
572981_0027_0281	1
572981_0072_0410	1
572981_0271_0185	1
572981_0327_0287	1
572981_0147_0587	1
572981_0205_0319	1
572981_0307_0051	1
572981_0050_0402	1
572981_0377_0145	1
572981_0450_0408	1
572981_0033_0479	1
572981_0066_0210	1
572981_0153_0137	1
572981_0418_0072	1
572981_0173_0209	1
572981_0067_0151	1
572981_0379_0053	1
572981_0377_0357	1
572981_0221_0625	1
572981_0359_0273	1
572981_0252_0206	1
572981_0364_0448	1
572981_0347_0181	1
572981_0063_0497	1
572981_0323_0039	1
572981_0308_0510	1
572981_0303_0121	1
572981_0452_0510	1
572981_0273_0147	1
572981_0081_0357	1
572981_0135_0425	1
572981_0089_0261	1
572981_0195_0189	1
572981_0282_0466	1
572981_0346_0610	1
572981_0434_0552	1
572981_0355_0301	1
572981_0445_0309	1
572981_0085_0031	1
572981_0446_0430	1
572981_0035_0075	1
572981_0063_0623	1
572981_0398_0202	1
572981_0027_0141	1
572981_0230_0236	1
572981_0375_0265	1
572981_0366_0368	1
572981_0219_0425	1
572981_0261_0565	1
572981_0416_0442	1
572981_0434_0632	1
572981_0180_0250	1
572981_0155_0137	1
572981_0117_0339	1
572981_0315_0315	1
572981_0139_0609	1
572981_0319_0451	1
572981_0236_0440	1
572981_0428_0406	1
572981_0153_0587	1
572981_0095_0091	1
572981_0098_0470	1
572981_0193_0133	1
572981_0314_0522	1
572981_0184_0512	1
572981_0111_0501	1
572981_0243_0501	1
572981_0204_0282	1
572981_0211_0357	1
572981_0441_0577	1
572981_0085_0491	1
572981_0322_0624	1
572981_0437_0033	1
572981_0404_0516	1
572981_0297_0063	1
572981_0206_0064	1
572981_0106_0280	1
572981_0400_0042	1
572981_0318_0532	1
572981_0306_0124	1
572981_0305_0449	1
572981_0110_0248	1
572981_0004_0410	1
572981_0119_0571	1
572981_0132_0284	1
572981_0295_0137	1
572981_0022_0544	1
572981_0112_0504	1
572981_0213_0499	1
572981_0065_0485	1
572981_0422_0598	1
572981_0448_0030	1
572981_0175_0185	1
572981_0066_0198	1
572981_0196_0208	1
572981_0381_0333	1
572981_0240_0486	1
572981_0228_0258	1
572981_0326_0026	1
572981_0337_0095	1
572981_0349_0079	1
572981_0012_0612	1
572981_0420_0152	1
572981_0348_0080	1
572981_0173_0247	1
572981_0103_0109	1
572981_0347_0009	1
572981_0081_0495	1
572981_0175_0611	1
572981_0279_0193	1
572981_0456_0512	1
572981_0341_0127	1
572981_0063_0137	1
572981_0317_0069	1
572981_0039_0433	1
572981_0359_0237	1
572981_0117_0201	1
572981_0031_0043	1
572981_0174_0534	1
572981_0132_0536	1
572981_0376_0552	1
572981_0162_0260	1
572981_0426_0164	1
572981_0395_0163	1
572981_0255_0361	1
572981_0360_0526	1
572981_0228_0246	1
572981_0252_0304	1
572981_0373_0379	1
572981_0140_0372	1
572981_0388_0560	1
572981_0305_0609	1
572981_0267_0417	1
572981_0046_0162	1
572981_0376_0594	1
572981_0139_0143	1
572981_0323_0547	1
572981_0246_0602	1
572981_0071_0111	1
572981_0064_0606	1
572981_0164_0600	1
572981_0080_0188	1
572981_0127_0333	1
572981_0402_0516	1
572981_0282_0298	1
572981_0298_0510	1
572981_0270_0076	1
572981_0178_0406	1
572981_0353_0225	1
572981_0207_0499	1
572981_0409_0105	1
572981_0111_0483	1
572981_0171_0457	1
572981_0020_0162	1
572981_0435_0449	1
572981_0287_0137	1
572981_0182_0016	1
572981_0269_0139	1
572981_0145_0551	1
572981_0023_0623	1
572981_0420_0036	1
572981_0425_0051	1
572981_0129_0023	1
572981_0227_0093	1
572981_0384_0530	1
572981_0142_0110	1
572981_0312_0488	1
572981_0431_0197	1
572981_0175_0573	1
572981_0321_0469	2
572981_0292_0436	2
572981_0378_0484	1
572981_0182_0606	1
572981_0252_0380	1
572981_0073_0149	1
572981_0267_0137	1
572981_0275_0213	1
572981_0097_0435	1
572981_0211_0313	1
572981_0054_0322	1
572981_0355_0353	1
572981_0306_0360	1
572981_0265_0615	1
572981_0342_0328	1
572981_0328_0348	1
572981_0203_0463	1
572981_0363_0293	1
572981_0029_0421	1
572981_0425_0373	1
572981_0024_0582	1
572981_0175_0123	1
572981_0143_0239	1
572981_0239_0137	1
572981_0450_0334	1
572981_0023_0509	1
572981_0335_0299	1
572981_0012_0276	1
572981_0035_0519	1
572981_0248_0318	1
572981_0136_0128	1
572981_0328_0110	1
572981_0203_0421	1
572981_0097_0511	1
572981_0421_0137	1
572981_0056_0034	1
572981_0329_0611	1
572981_0342_0364	1
572981_0454_0470	1
572981_0185_0377	1
572981_0382_0018	1
572981_0206_0030	1
572981_0048_0266	1
572981_0099_0237	1
572981_0050_0624	1
572981_0399_0305	1
572981_0379_0617	1
572981_0022_0038	1
572981_0441_0113	1
572981_0346_0536	1
572981_0008_0090	1
572981_0030_0562	1
572981_0148_0630	1
572981_0288_0488	2
572981_0212_0482	1
572981_0112_0074	2
572981_0022_0162	3
572981_0015_0603	1
572981_0272_0272	3
572981_0186_0274	3
572981_0451_0587	1
572981_0388_0034	1
572981_0404_0486	1
572981_0097_0109	2
572981_0206_0206	2
572981_0334_0160	2
572981_0207_0433	2
572981_0195_0289	2
572981_0030_0266	1
572981_0458_0192	1
572981_0241_0491	1
572981_0321_0221	1
572981_0320_0414	1
572981_0365_0101	2
572981_0093_0581	1
572981_0277_0213	1
572981_0157_0557	1
572981_0423_0237	1
572981_0209_0527	1
572981_0253_0025	1
572981_0120_0370	1
572981_0402_0546	1
572981_0430_0224	1
572981_0054_0412	1
572981_0172_0306	1
572981_0127_0299	1
572981_0121_0549	3
572981_0184_0350	1
572981_0166_0404	1
572981_0003_0043	1
572981_0352_0302	1
572981_0133_0071	1
572981_0347_0213	1
572981_0335_0505	2
572981_0321_0131	2
572981_0154_0370	2
572981_0059_0413	2
572981_0010_0610	1
572981_0380_0108	1
572981_0019_0023	1
572981_0199_0633	1
572981_0328_0500	1
572981_0387_0217	1
572981_0033_0481	1
572981_0393_0451	1
572981_0340_0118	1
572981_0432_0054	1
572981_0133_0089	1
572981_0101_0367	1
572981_0426_0590	1
572981_0099_0509	1
572981_0259_0569	1
572981_0370_0366	1
572981_0437_0609	1
572981_0223_0251	1
572981_0105_0617	1
572981_0259_0537	1
572981_0347_0175	1
572981_0212_0062	1
572981_0417_0595	1
572981_0363_0397	1
572981_0250_0374	1
572981_0165_0331	1
572981_0069_0581	1
572981_0316_0444	1
572981_0437_0293	1
572981_0448_0248	1
572981_0265_0591	1
572981_0438_0186	1
572981_0278_0392	1
572981_0083_0581	1
572981_0026_0452	1
572981_0109_0175	1
572981_0025_0429	1
572981_0026_0386	1
572981_0133_0027	1
572981_0124_0394	1
572981_0166_0142	1
572981_0175_0285	1
572981_0434_0518	1
572981_0297_0485	1
572981_0201_0571	1
572981_0173_0317	1
572981_0244_0362	1
572981_0251_0491	1
572981_0439_0525	1
572981_0382_0490	1
572981_0357_0411	1
572981_0273_0613	1
572981_0222_0554	1
572981_0286_0156	1
572981_0348_0494	1
572981_0391_0297	1
572981_0155_0507	1
572981_0379_0337	1
572981_0065_0261	1
572981_0378_0212	1
572981_0040_0028	1
572981_0024_0162	1
572981_0144_0204	1
572981_0124_0256	1
572981_0392_0592	1
572981_0132_0248	1
572981_0230_0094	1
572981_0097_0605	1
572981_0425_0443	1
572981_0295_0283	1
572981_0036_0628	1
572981_0205_0285	1
572981_0195_0281	1
572981_0040_0592	1
572981_0401_0101	1
572981_0313_0431	1
572981_0357_0067	1
572981_0113_0241	1
572981_0218_0324	1
572981_0146_0404	1
572981_0451_0517	1
572981_0122_0214	1
572981_0305_0113	1
572981_0068_0062	1
572981_0069_0525	1
572981_0333_0481	1
572981_0160_0508	1
572981_0312_0484	1
572981_0245_0015	1
572981_0367_0101	1
572981_0055_0581	1
572981_0187_0379	1
572981_0409_0577	1
572981_0412_0586	1
572981_0442_0574	1
572981_0437_0057	1
572981_0042_0308	1
572981_0070_0312	1
572981_0083_0011	1
572981_0363_0155	1
572981_0186_0174	1
572981_0403_0289	1
572981_0328_0516	1
572981_0379_0241	1
572981_0303_0469	1
572981_0055_0273	1
572981_0374_0540	1
572981_0178_0604	1
572981_0288_0162	1
572981_0245_0305	1
572981_0120_0606	1
572981_0371_0123	1
572981_0084_0226	1
572981_0301_0379	1
572981_0168_0386	1
572981_0392_0140	1
572981_0428_0208	1
572981_0422_0148	1
572981_0293_0459	1
572981_0242_0466	1
572981_0233_0157	1
572981_0452_0182	1
572981_0415_0573	1
572981_0369_0169	1
572981_0449_0479	1
572981_0131_0331	1
572981_0445_0515	1
572981_0430_0460	1
572981_0445_0105	1
572981_0183_0213	1
572981_0346_0032	1
572981_0200_0324	1
572981_0173_0359	1
572981_0206_0182	1
572981_0451_0547	1
572981_0195_0533	1
572981_0394_0210	1
572981_0275_0609	1
572981_0071_0361	1
572981_0017_0401	1
572981_0404_0418	1
572981_0199_0123	1
572981_0042_0240	1
572981_0223_0327	1
572981_0095_0009	1
572981_0014_0508	1
572981_0442_0304	1
572981_0182_0396	1
572981_0135_0509	1
572981_0390_0396	1
572981_0312_0502	1
572981_0180_0352	1
572981_0269_0549	1
572981_0392_0448	1
572981_0132_0626	1
572981_0314_0540	1
572981_0288_0458	1
572981_0094_0328	1
572981_0192_0436	1
572981_0217_0345	1
572981_0114_0252	1
572981_0143_0149	1
572981_0309_0593	1
572981_0431_0383	1
572981_0282_0182	1
572981_0111_0321	1
572981_0014_0372	1
572981_0107_0329	1
572981_0324_0506	1
572981_0315_0371	1
572981_0456_0398	1
572981_0006_0586	1
572981_0288_0064	1
572981_0380_0220	1
572981_0027_0097	1
572981_0069_0443	1
572981_0276_0096	1
572981_0208_0238	1
572981_0393_0599	1
572981_0198_0426	1
572981_0148_0596	1
572981_0118_0252	1
572981_0049_0153	1
572981_0221_0403	1
572981_0244_0554	1
572981_0412_0552	1
572981_0079_0069	1
572981_0315_0077	1
572981_0200_0080	1
572981_0184_0132	1
572981_0021_0473	1
572981_0339_0405	1
572981_0438_0442	1
572981_0394_0570	1
572981_0254_0162	1
572981_0244_0548	1
572981_0024_0354	1
572981_0263_0313	1
572981_0186_0566	1
572981_0379_0609	1
572981_0294_0088	1
572981_0342_0506	1
572981_0230_0218	1
572981_0123_0025	1
572981_0414_0352	1
572981_0240_0164	1
572981_0003_0247	1
572981_0278_0490	1
572981_0125_0617	1
572981_0078_0328	1
572981_0381_0331	1
572981_0209_0423	1
572981_0302_0028	1
572981_0163_0523	1
572981_0210_0142	1
572981_0374_0136	1
572981_0222_0078	1
572981_0396_0150	1
572981_0054_0366	1
572981_0419_0015	1
572981_0335_0447	1
572981_0207_0541	1
572981_0114_0216	1
572981_0182_0446	1
572981_0018_0548	1
572981_0042_0448	1
572981_0048_0612	1
572981_0098_0108	1
572981_0096_0286	1
572981_0310_0016	1
572981_0248_0300	1
572981_0121_0411	1
572981_0094_0214	1
572981_0044_0082	1
572981_0364_0322	1
572981_0389_0567	1
572981_0305_0219	1
572981_0434_0118	1
572981_0334_0606	1
572981_0362_0416	1
572981_0278_0194	1
572981_0184_0010	1
572981_0124_0592	1
572981_0168_0628	1
572981_0207_0047	1
572981_0278_0280	1
572981_0026_0324	1
572981_0444_0124	1
572981_0414_0574	1
572981_0309_0431	1
572981_0210_0316	1
572981_0224_0218	1
572981_0051_0195	1
572981_0045_0353	1
572981_0116_0542	1
572981_0081_0403	1
572981_0131_0381	1
572981_0324_0072	1
572981_0253_0311	1
572981_0164_0546	1
572981_0038_0600	1
572981_0264_0312	1
572981_0007_0471	1
572981_0067_0375	1
572981_0135_0545	1
572981_0353_0405	1
572981_0294_0116	1
572981_0160_0182	1
572981_0112_0628	1
572981_0071_0349	1
572981_0452_0474	1
572981_0420_0294	1
572981_0450_0480	1
572981_0053_0277	1
572981_0054_0400	1
572981_0437_0407	1
572981_0214_0092	1
572981_0447_0555	1
572981_0131_0541	1
572981_0189_0097	1
572981_0454_0456	1
572981_0148_0564	1
572981_0391_0449	1
572981_0315_0351	1
572981_0381_0519	1
572981_0458_0132	1
572981_0296_0250	1
572981_0155_0071	1
572981_0438_0368	1
572981_0249_0099	1
572981_0105_0245	1
572981_0072_0548	1
572981_0250_0140	1
572981_0057_0197	1
572981_0403_0323	1
572981_0123_0459	1
572981_0253_0151	1
572981_0073_0217	1
572981_0384_0604	1
572981_0066_0288	1
572981_0049_0175	1
572981_0409_0461	1
572981_0065_0595	1
572981_0148_0370	1
572981_0168_0234	1
572981_0392_0268	1
572981_0022_0550	1
572981_0040_0370	1
572981_0402_0238	1
572981_0267_0561	1
572981_0161_0413	1
572981_0251_0553	1
572981_0364_0554	1
572981_0294_0416	1
572981_0253_0377	1
572981_0177_0249	1
572981_0283_0539	1
572981_0385_0445	1
572981_0445_0519	1
572981_0052_0142	1
572981_0307_0425	1
572981_0294_0410	1
572981_0158_0074	1
572981_0032_0196	1
572981_0032_0332	2
572981_0179_0503	1
572981_0194_0552	1
572981_0176_0218	1
572981_0289_0607	1
572981_0271_0617	2
572981_0444_0386	2
572981_0430_0080	1
572981_0204_0346	1
572981_0417_0507	1
572981_0392_0388	1
572981_0285_0415	1
572981_0024_0442	1
572981_0196_0090	2
572981_0215_0477	1
572981_0005_0065	1
572981_0039_0403	1
572981_0399_0339	1
572981_0121_0599	1
572981_0273_0053	1
572981_0264_0146	1
572981_0009_0285	1
572981_0370_0278	1
572981_0030_0012	1
572981_0057_0463	1
572981_0409_0015	1
572981_0110_0450	1
572981_0241_0085	1
572981_0165_0439	1
572981_0452_0550	1
572981_0053_0097	1
572981_0108_0440	1
572981_0079_0617	1
572981_0269_0393	1
572981_0025_0495	1
572981_0272_0344	1
572981_0035_0077	1
572981_0178_0582	1
572981_0104_0024	1
572981_0011_0589	1
572981_0353_0179	1
572981_0217_0005	1
572981_0005_0513	1
572981_0238_0028	1
572981_0040_0154	1
572981_0082_0542	1
572981_0169_0471	1
572981_0003_0233	1
572981_0343_0221	1
572981_0048_0294	1
572981_0188_0114	1
572981_0417_0311	1
572981_0369_0525	1
572981_0444_0272	1
572981_0294_0318	1
572981_0409_0059	1
572981_0432_0552	1
572981_0165_0381	1
572981_0420_0424	1
572981_0212_0090	1
572981_0282_0460	1
572981_0327_0285	1
572981_0016_0528	1
572981_0412_0198	1
572981_0190_0490	1
572981_0395_0121	1
572981_0173_0091	1
572981_0380_0390	1
572981_0321_0579	1
572981_0240_0534	1
572981_0048_0092	1
572981_0254_0196	1
572981_0386_0360	1
572981_0087_0217	1
572981_0187_0237	1
572981_0305_0531	1
572981_0284_0230	1
572981_0177_0547	1
572981_0347_0399	1
572981_0370_0166	1
572981_0035_0497	1
572981_0227_0145	1
572981_0455_0535	1
572981_0217_0265	1
572981_0109_0057	1
572981_0018_0032	1
572981_0303_0205	1
572981_0275_0141	1
572981_0046_0396	1
572981_0112_0536	1
572981_0079_0391	1
572981_0240_0010	1
572981_0154_0254	1
572981_0301_0263	1
572981_0029_0229	1
572981_0011_0179	1
572981_0064_0178	1
572981_0275_0423	1
572981_0383_0063	1
572981_0436_0450	1
572981_0433_0319	1
572981_0342_0450	1
572981_0099_0183	1
572981_0292_0350	1
572981_0418_0538	1
572981_0409_0389	1
572981_0137_0521	1
572981_0169_0173	1
572981_0307_0439	1
572981_0391_0387	1
572981_0010_0350	1
572981_0418_0348	1
572981_0117_0123	1
572981_0286_0160	1
572981_0217_0205	1
572981_0098_0028	1
572981_0024_0206	1
572981_0116_0326	1
572981_0068_0380	1
572981_0036_0020	1
572981_0132_0336	1
572981_0148_0404	1
572981_0119_0587	1
572981_0077_0031	1
572981_0244_0214	1
572981_0262_0628	1
572981_0203_0249	1
572981_0161_0603	1
572981_0288_0334	1
572981_0155_0615	1
572981_0044_0592	1
572981_0336_0566	1
572981_0335_0527	1
572981_0126_0254	1
572981_0126_0128	1
572981_0111_0515	1
572981_0338_0314	1
572981_0284_0410	1
572981_0250_0072	1
572981_0416_0018	1
572981_0222_0556	1
572981_0067_0111	1
572981_0401_0061	1
572981_0170_0126	1
572981_0149_0515	1
572981_0131_0313	1
572981_0010_0042	1
572981_0366_0032	1
572981_0330_0290	1
572981_0219_0383	1
572981_0115_0581	1
572981_0071_0451	1
572981_0034_0504	1
572981_0444_0168	1
572981_0416_0274	1
572981_0133_0439	1
572981_0406_0326	1
572981_0248_0578	2
572981_0388_0112	1
572981_0176_0352	1
572981_0364_0232	1
572981_0221_0247	1
572981_0117_0603	1
572981_0269_0235	1
572981_0305_0157	1
572981_0378_0250	1
572981_0378_0216	1
572981_0043_0355	1
572981_0390_0406	1
572981_0114_0198	1
572981_0252_0398	1
572981_0400_0340	1
572981_0096_0542	1
572981_0277_0021	1
572981_0196_0040	1
572981_0111_0119	1
572981_0084_0572	1
572981_0367_0607	1
572981_0186_0142	1
572981_0209_0163	1
572981_0375_0145	1
572981_0201_0587	1
572981_0359_0167	1
572981_0260_0058	1
572981_0089_0371	1
572981_0217_0143	1
572981_0413_0213	1
572981_0226_0622	1
572981_0451_0309	1
572981_0127_0519	1
572981_0263_0283	1
572981_0081_0563	1
572981_0349_0191	2
572981_0232_0168	1
572981_0368_0162	1
572981_0399_0549	1
572981_0006_0166	1
572981_0026_0464	1
572981_0152_0632	1
572981_0087_0163	1
572981_0251_0133	1
572981_0186_0572	1
572981_0385_0075	1
572981_0187_0335	1
572981_0157_0595	1
572981_0324_0528	1
572981_0063_0181	1
572981_0151_0507	1
572981_0264_0058	1
572981_0419_0281	1
572981_0185_0557	1
572981_0066_0296	1
572981_0059_0409	1
572981_0064_0464	1
572981_0305_0513	1
572981_0067_0317	1
572981_0302_0330	1
572981_0328_0178	1
572981_0019_0139	1
572981_0392_0154	1
572981_0117_0559	1
572981_0362_0174	1
572981_0113_0553	1
572981_0249_0461	1
572981_0378_0518	1
572981_0302_0236	1
572981_0325_0045	1
572981_0354_0338	1
572981_0200_0030	1
572981_0194_0062	1
572981_0200_0006	1
572981_0259_0373	1
572981_0108_0298	1
572981_0130_0116	1
572981_0406_0418	1
572981_0419_0291	1
572981_0232_0046	1
572981_0070_0570	1
572981_0388_0236	1
